data_coleta,data_checkin,data_checkout,noites,hospedes,produto_villa_referencia,unidade_villa_referencia,concorrente,canal,link,disponivel,preco_total_visivel_canal,preco_diaria_visivel_canal,taxas_inclusas,minimo_noites,observacoes,preco_diaria_motor_equivalente,status
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 7.656,00","R$ 1.093,71",SIM,"não informado","Rodada 8A. Âncora: Suíte Standard.","R$ 874,97",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 11.322,00","R$ 1.617,43",SIM,"não informado","Rodada 8A. Âncora: Suíte Loft Riviera.","R$ 1.293,94",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.635,00","R$ 1.376,43",SIM,"não informado","Rodada 8A. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria). Disponível — estava esgotada na 7A/7B.","R$ 1.101,14",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8A. Âncora aprovada (Quarto Duplo Clássico) não aparecia entre as categorias disponíveis — provável esgotamento. Só a categoria Suíte seguia à venda, não usada por não ser a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.983,00","R$ 997,57",SIM,"não informado","Rodada 8A. Âncora: Quarto Duplo. Disponível — estava esgotada na 7A/7B.","R$ 798,06",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8A. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período — indisponível em todas as 4 rodadas de Natal/Réveillon.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 13.031,00 (10% off; original R$ 14.479,00)","R$ 1.861,57",SIM,"não informado","Rodada 8A (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 1.489,26",COLETADO_COM_SUCESSO
2026-07-29,2026-12-27,2027-01-03,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-27&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 23.800,00","R$ 3.400,00",SIM,"não informado","Rodada 8A (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 2.720,00",COLETADO_COM_SUCESSO
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.940,00","R$ 993,33",SIM,"não informado","Rodada 8B (janela completa 25/12 a 03/01). Âncora: Quarto Duplo Standard.","R$ 794,67",COLETADO_COM_SUCESSO
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 7.272,00 (com 20% de desconto ativo; original R$ 9.090,00)","R$ 808,00",SIM,"não informado","Rodada 8B. Âncora: Apartamento Standard. Preço com desconto promocional ativo no momento da coleta.","R$ 646,40",COLETADO_COM_SUCESSO
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.388,00","R$ 1.043,11",SIM,"não informado","Rodada 8B. Âncora: Suíte Standard.","R$ 834,49",COLETADO_COM_SUCESSO
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8B. Âncora aprovada (Quarto Duplo Clássico) não aparecia entre as categorias disponíveis — provável esgotamento. Só a categoria Suíte seguia à venda, não usada por não ser a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8B. Âncora aprovada (Quarto Duplo) não aparecia entre as categorias disponíveis — provável esgotamento (mesmo tendo aparecido disponível na janela mais curta da Rodada 8A). Categorias mais caras seguiam à venda, não usadas por não serem a âncora aprovada.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 8B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período — indisponível em todas as 4 rodadas de Natal/Réveillon.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 14.023,00 (10% off; original R$ 15.581,00)","R$ 1.558,11",SIM,"não informado","Rodada 8B (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano mais barato entre 2 opções da mesma categoria).","R$ 1.246,49",COLETADO_COM_SUCESSO
2026-07-29,2026-12-25,2027-01-03,9,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2026-12-25&checkout=2027-01-03&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 30.600,00","R$ 3.400,00",SIM,"não informado","Rodada 8B (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 2.720,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.810,00","R$ 973,00",SIM,"não informado","Rodada 9A (Janeiro alta/início). Âncora: Quarto Duplo Standard.","R$ 778,40",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 4.734,00 (10% off; original R$ 5.260,00)","R$ 676,29",SIM,"não informado","Rodada 9A. Âncora: Apartamento Standard. Desconto promocional ativo.","R$ 541,03",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.087,00","R$ 869,57",SIM,"não informado","Rodada 9A. Âncora: Suíte Standard.","R$ 695,66",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.908,00","R$ 1.415,43",SIM,"não informado","Rodada 9A. Âncora: Suíte Loft Riviera.","R$ 1.132,34",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.412,00","R$ 1.201,71",SIM,"não informado","Rodada 9A. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 961,37",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.464,00 + R$ 120,00 taxas","R$ 940,57",NAO,"não informado","Rodada 9A. Âncora: Quarto Duplo Clássico. Taxa separada, já somada.","R$ 752,46",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 9A. Âncora aprovada (Quarto Duplo) não aparecia entre as categorias disponíveis — provável esgotamento. Categorias mais caras seguiam à venda, não usadas.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 9A. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.462,00","R$ 1.351,71",SIM,"não informado","Rodada 9A (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano de 2 adultos mais barato).","R$ 1.081,37",COLETADO_COM_SUCESSO
2026-07-26,2027-01-03,2027-01-10,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2027-01-03&checkout=2027-01-10&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 23.800,00","R$ 3.400,00",SIM,"não informado","Rodada 9A (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 2.720,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.230,00","R$ 890,00",SIM,"não informado","Rodada 9B (primeira quinzena). Âncora: Quarto Duplo Standard.","R$ 712,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 4.092,00 (26% off; original R$ 5.530,00)","R$ 584,57",SIM,"não informado","Rodada 9B. Âncora: Apartamento Standard. Desconto promocional ativo.","R$ 467,66",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.460,00","R$ 780,00",SIM,"não informado","Rodada 9B. Âncora: Suíte Standard.","R$ 624,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.084,00","R$ 1.297,71",SIM,"não informado","Rodada 9B. Âncora: Suíte Loft Riviera.","R$ 1.038,17",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.412,00","R$ 1.201,71",SIM,"não informado","Rodada 9B. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 961,37",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 4.840,00 + R$ 120,00 taxas","R$ 708,57",NAO,"não informado","Rodada 9B. Âncora: Quarto Duplo Clássico. Taxa separada, já somada.","R$ 566,86",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 9B. Âncora aprovada (Quarto Duplo) não aparecia entre as categorias disponíveis — provável esgotamento. Categorias mais caras seguiam à venda, não usadas.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 9B. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.712,00","R$ 1.244,57",SIM,"não informado","Rodada 9B (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano de 2 adultos mais barato).","R$ 995,66",COLETADO_COM_SUCESSO
2026-07-26,2027-01-10,2027-01-17,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2027-01-10&checkout=2027-01-17&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 20.300,00","R$ 2.900,00",SIM,"não informado","Rodada 9B (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Booking exibia aviso: 'Oferta limitada em Bombinhas nas suas datas: 6 hotéis 4 estrelas como este já estão indisponíveis no nosso site'.","R$ 2.320,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.230,00","R$ 890,00",SIM,"não informado","Rodada 9C (semana intermediária). Âncora: Quarto Duplo Standard.","R$ 712,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.885,00 (26% off; original R$ 5.250,00)","R$ 555,00",SIM,"não informado","Rodada 9C. Âncora: Apartamento Standard. Desconto promocional ativo.","R$ 444,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.460,00","R$ 780,00",SIM,"não informado","Rodada 9C. Âncora: Suíte Standard.","R$ 624,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.084,00","R$ 1.297,71",SIM,"não informado","Rodada 9C. Âncora: Suíte Loft Riviera.","R$ 1.038,17",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.412,00","R$ 1.201,71",SIM,"não informado","Rodada 9C. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 961,37",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 4.840,00 + R$ 120,00 taxas","R$ 708,57",NAO,"não informado","Rodada 9C. Âncora: Quarto Duplo Clássico. Taxa separada, já somada.","R$ 566,86",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Dom Capudi,Booking,https://www.booking.com/hotel/br/pousada-dom-capudi.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.819,00","R$ 831,29",SIM,"não informado","Rodada 9C. Âncora: Quarto Duplo. Disponível — estava esgotada nas rodadas 9A/9B.","R$ 665,03",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Morada do Guaruça,Booking,https://www.booking.com/hotel/br/morada-do-guaruca.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,NAO,N/A,N/A,N/A,N/A,"Rodada 9C. Booking exibe: 'Não temos disponibilidade' para todas as categorias no período.",N/A,PRECISA_VALIDACAO_MANUAL
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),UP Hotel Boutique,Booking,https://www.booking.com/hotel/br/up-boutique.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.663,00","R$ 1.237,57",SIM,"não informado","Rodada 9C (ampliada). Âncora: Quarto Duplo Deluxe com Banheira (plano de 2 adultos mais barato).","R$ 990,06",COLETADO_COM_SUCESSO
2026-07-26,2027-01-17,2027-01-24,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Hotel/Pousada Atalaia do Mariscal,Booking,https://www.booking.com/hotel/br/pousada-atalaia-do-mariscal.pt-br.html?checkin=2027-01-17&checkout=2027-01-24&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 20.300,00","R$ 2.900,00",SIM,"não informado","Rodada 9C (teto de mercado). Âncora: Suíte Superior. Referência, não entra em nenhuma média. Sem aviso de escassez visível nesta rodada (diferente das demais).","R$ 2.320,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Boa Vida,Booking,https://www.booking.com/hotel/br/vila-boa-vida.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 6.230,00","R$ 890,00",SIM,"não informado","Rodada 9D (última semana de janeiro). Âncora: Quarto Duplo Standard.","R$ 712,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Vila Maciel,Booking,https://www.booking.com/hotel/br/villa-maciel-bombinhas.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.367,00 (26% off; original R$ 4.550,00)","R$ 481,00",SIM,"não informado","Rodada 9D. Âncora: Apartamento Standard. Desconto promocional ativo.","R$ 384,80",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kaloa Eco Village,Booking,https://www.booking.com/hotel/br/pousada-kaloa-eco-village.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 5.460,00","R$ 780,00",SIM,"não informado","Rodada 9D. Âncora: Suíte Standard.","R$ 624,00",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Riviera Bombinhas,Booking,https://www.booking.com/hotel/br/pousada-riviera-bombinhas.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 9.084,00","R$ 1.297,71",SIM,"não informado","Rodada 9D. Âncora: Suíte Loft Riviera.","R$ 1.038,17",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada Kia Ora Bombinhas,Booking,https://www.booking.com/hotel/br/kia-ora-bombinhas.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 8.412,00","R$ 1.201,71",SIM,"não informado","Rodada 9D. Âncora: Quarto Duplo Deluxe com Vista Lateral do Mar (plano mais barato entre 2 opções da mesma categoria).","R$ 961,37",COLETADO_COM_SUCESSO
2026-07-26,2027-01-24,2027-01-31,7,2,Pousada Arágua,base (Organic/Fuego/Metallo),Pousada dos Ingleses,Booking,https://www.booking.com/hotel/br/pousada-dos-ingleses.pt-br.html?checkin=2027-01-24&checkout=2027-01-31&group_adults=2&group_children=0&no_rooms=1,SIM,"R$ 3.695,00 + R$ 120,00 taxas","R$ 545,00",NAO,"não informado","Rodada 9D. Âncora: Quarto Duplo Clássico. Taxa separada, já somada. Preço mais baixo do conjunto das 4 rodadas para este concorrente.","R$ 436,00",COLETADO_COM_SUCESSO
